card_id,customer_id,card_type,credit_limit,available_limit,issue_date,expiry_date
3030,1508,Classic,62755,27404,2026-03-26,2031-03-25
3031,1508,Classic,148601,148294,2026-04-23,2031-04-22
3032,1508,Classic,143007,82757,2026-03-10,2031-03-09
3033,1509,Classic,125649,55724,2022-12-15,2027-12-14
3034,1509,Classic,141220,105600,2024-08-05,2029-08-04
3035,1510,Classic,77494,37543,2026-04-10,2031-04-09
3036,1510,Classic,146379,129272,2026-06-17,2031-06-16
3037,1511,Classic,145152,119000,2024-01-09,2029-01-07
3038,1512,Classic,99355,85788,2023-12-19,2028-12-17
3039,1513,Classic,57383,23508,2025-09-17,2030-09-16
3040,1513,Classic,112111,57177,2024-10-23,2029-10-22
3041,1513,Classic,65380,53393,2024-06-09,2029-06-08
3042,1514,Platinum,611108,410779,2022-07-08,2027-07-07
3043,1514,Gold,628714,567438,2026-03-20,2031-03-19
3044,1514,Platinum,428451,146357,2022-09-17,2027-09-16
3045,1515,Classic,101989,94641,2025-03-05,2030-03-04
3046,1516,Classic,135563,89868,2024-07-01,2029-06-30
3047,1516,Classic,110774,83314,2023-07-13,2028-07-11
3048,1517,Platinum,492583,153857,2023-11-13,2028-11-11
3049,1517,Gold,361146,130005,2025-03-20,2030-03-19
3050,1518,Gold,268141,255761,2026-05-02,2031-05-01
3051,1519,Classic,106036,94658,2026-06-15,2031-06-14
3052,1519,Gold,281856,279947,2026-01-07,2031-01-06
3053,1519,Classic,255419,124098,2026-04-28,2031-04-27
3054,1520,Classic,134488,132455,2026-03-16,2031-03-15
3055,1520,Classic,89107,64180,2025-12-30,2030-12-29
3056,1521,Classic,92628,31949,2025-04-02,2030-04-01
3057,1522,Classic,206254,67052,2024-08-25,2029-08-24
3058,1522,Gold,245767,214348,2022-08-02,2027-08-01
3059,1522,Gold,116759,103040,2026-03-11,2031-03-10
3060,1523,Classic,148763,143323,2026-03-10,2031-03-09
3061,1523,Classic,136321,56274,2023-08-15,2028-08-13
3062,1523,Classic,128525,62141,2025-06-30,2030-06-29
3063,1524,Classic,91195,35421,2025-01-02,2030-01-01
3064,1525,Classic,125377,64643,2021-05-31,2026-05-30
3065,1526,Gold,346043,251267,2026-01-29,2031-01-28
3066,1526,Platinum,746405,618745,2025-12-05,2030-12-04
3067,1526,Gold,344360,136001,2025-12-14,2030-12-13
3068,1527,Classic,97652,51787,2026-04-08,2031-04-07
3069,1527,Classic,136266,40890,2024-01-04,2029-01-02
3070,1527,Classic,89400,29845,2023-08-13,2028-08-11
3071,1528,Classic,136397,110924,2024-10-23,2029-10-22
3072,1528,Classic,68331,58317,2023-03-01,2028-02-28
3073,1528,Classic,141108,83349,2023-05-20,2028-05-18
3074,1529,Classic,129452,109379,2024-03-06,2029-03-05
3075,1529,Classic,140168,55027,2019-02-13,2024-02-12
3076,1529,Classic,81077,26730,2022-11-15,2027-11-14
3077,1530,Classic,89283,82888,2025-09-29,2030-09-28
3078,1531,Classic,128924,111038,2024-03-18,2029-03-17
3079,1532,Classic,86358,34327,2025-11-06,2030-11-05
3080,1533,Classic,59746,53957,2026-05-01,2031-04-30
3081,1533,Classic,84167,50270,2026-01-10,2031-01-09
3082,1533,Classic,102436,90507,2025-04-10,2030-04-09
3083,1534,Gold,277347,194705,2024-08-04,2029-08-03
3084,1535,Classic,120242,62779,2023-12-10,2028-12-08
3085,1535,Classic,132518,75065,2026-04-13,2031-04-12
3086,1535,Classic,143643,91869,2024-11-20,2029-11-19
3087,1536,Classic,210018,103241,2026-04-06,2031-04-05
3088,1536,Gold,213672,163438,2026-06-05,2031-06-04
3089,1536,Classic,258232,142349,2026-05-30,2031-05-29
3090,1537,Classic,66334,54730,2025-11-11,2030-11-10
3091,1538,Classic,58645,39177,2024-07-20,2029-07-19
3092,1539,Classic,97555,72980,2025-10-23,2030-10-22
3093,1539,Classic,69179,35548,2025-07-25,2030-07-24
3094,1539,Classic,51292,21806,2025-11-21,2030-11-20
3095,1540,Classic,199256,87301,2026-03-03,2031-03-02
3096,1540,Classic,146066,112825,2024-09-10,2029-09-09
3097,1541,Platinum,608714,605608,2026-04-14,2031-04-13
3098,1541,Platinum,350090,243690,2026-01-01,2030-12-31
3099,1541,Platinum,667240,500147,2026-01-29,2031-01-28
3100,1542,Classic,129621,51870,2024-11-13,2029-11-12
3101,1542,Classic,72380,42554,2025-04-11,2030-04-10
3102,1543,Classic,95242,81348,2024-06-23,2029-06-22
3103,1543,Classic,127635,55011,2022-01-07,2027-01-06
3104,1544,Classic,280003,218628,2023-01-22,2028-01-21
3105,1544,Classic,272376,114838,2023-09-07,2028-09-05
3106,1545,Platinum,597565,564842,2023-11-01,2028-10-30
3107,1546,Platinum,1576262,995302,2024-12-30,2029-12-29
3108,1546,Business,1760048,912012,2025-04-14,2030-04-13
3109,1547,Gold,222857,198513,2025-10-28,2030-10-27
3110,1547,Gold,172305,107759,2025-10-22,2030-10-21
3111,1548,Classic,90001,68656,2025-10-26,2030-10-25
3112,1548,Classic,90063,53659,2024-11-30,2029-11-29
3113,1548,Classic,61814,60138,2026-04-24,2031-04-23
3114,1549,Gold,682705,330659,2025-09-05,2030-09-04
3115,1550,Classic,125407,45147,2026-02-28,2031-02-27
3116,1551,Gold,245269,202777,2026-04-04,2031-04-03
3117,1552,Business,1866784,846146,2021-07-02,2026-07-01
3118,1553,Platinum,570014,530205,2021-02-02,2026-02-01
3119,1553,Gold,512583,161061,2023-12-17,2028-12-15
3120,1554,Classic,147768,45285,2025-12-12,2030-12-11
3121,1554,Classic,142090,112662,2025-07-29,2030-07-28
3122,1554,Classic,82011,73032,2022-04-20,2027-04-19
3123,1555,Gold,618438,420753,2024-06-07,2029-06-06
3124,1555,Gold,653643,596496,2026-06-02,2031-06-01
3125,1555,Gold,391652,156880,2025-01-15,2030-01-14
3126,1556,Classic,234659,163010,2025-07-30,2030-07-29
3127,1556,Classic,210814,193138,2025-06-08,2030-06-07
3128,1557,Classic,98927,44519,2025-02-12,2030-02-11
3129,1557,Classic,139006,74438,2022-04-12,2027-04-11
3130,1558,Classic,88019,46011,2024-05-28,2029-05-27
3131,1558,Classic,88475,43892,2024-03-16,2029-03-15
3132,1558,Classic,50292,40883,2023-09-14,2028-09-12
3133,1559,Gold,268551,215707,2026-03-21,2031-03-20
3134,1560,Classic,130969,103288,2024-07-09,2029-07-08
3135,1561,Gold,101544,90802,2024-09-07,2029-09-06
3136,1562,Business,1542166,687388,2026-07-16,2031-07-15
3137,1562,Platinum,1533419,850426,2026-04-27,2031-04-26
3138,1563,Gold,102323,43978,2025-06-06,2030-06-05
3139,1563,Gold,228986,120480,2025-10-09,2030-10-08
3140,1564,Classic,103833,47381,2026-06-08,2031-06-07
3141,1565,Classic,70398,64152,2026-01-17,2031-01-16
3142,1565,Classic,79634,54737,2026-03-15,2031-03-14
3143,1566,Classic,89227,50655,2026-05-31,2031-05-30
3144,1566,Classic,73878,57318,2026-05-09,2031-05-08
3145,1567,Classic,107484,89832,2020-12-31,2025-12-30
3146,1567,Classic,68333,43681,2023-06-28,2028-06-26
3147,1568,Platinum,303046,185084,2025-02-15,2030-02-14
3148,1568,Gold,358020,157099,2026-02-11,2031-02-10
3149,1568,Platinum,321105,131374,2025-11-28,2030-11-27
3150,1569,Gold,295015,175329,2025-03-22,2030-03-21
3151,1569,Classic,142024,129927,2025-08-05,2030-08-04
3152,1570,Classic,137194,75996,2022-10-17,2027-10-16
3153,1571,Classic,114103,106335,2025-01-16,2030-01-15
3154,1572,Classic,92583,76997,2022-10-24,2027-10-23
3155,1572,Classic,115779,85700,2024-04-20,2029-04-19
3156,1573,Classic,64139,20627,2018-11-23,2023-11-22
3157,1574,Gold,480418,406269,2025-02-26,2030-02-25
3158,1575,Classic,56820,39468,2025-07-16,2030-07-15
3159,1576,Classic,106928,95017,2026-04-07,2031-04-06
3160,1576,Classic,86991,57942,2023-10-14,2028-10-12
3161,1577,Platinum,429890,208918,2025-03-30,2030-03-29
3162,1578,Classic,82698,43233,2024-06-24,2029-06-23
3163,1578,Classic,84541,71299,2025-01-04,2030-01-03
3164,1578,Classic,137337,97451,2023-10-05,2028-10-03
3165,1579,Classic,142597,56287,2025-01-10,2030-01-09
3166,1580,Classic,74729,61162,2023-08-31,2028-08-29
3167,1580,Classic,80065,31913,2024-11-08,2029-11-07
3168,1580,Classic,102596,35806,2020-12-18,2025-12-17
3169,1581,Classic,69163,48686,2024-10-21,2029-10-20
3170,1581,Classic,130801,65407,2021-02-15,2026-02-14
3171,1582,Gold,499414,363365,2026-04-01,2031-03-31
3172,1583,Classic,141771,125540,2024-08-10,2029-08-09
3173,1583,Classic,79068,45751,2026-03-29,2031-03-28
3174,1583,Classic,112809,41883,2024-01-31,2029-01-29
3175,1584,Classic,134393,47087,2024-09-14,2029-09-13
3176,1584,Classic,64425,36972,2026-07-15,2031-07-14
3177,1584,Classic,86773,49035,2025-10-03,2030-10-02
3178,1585,Business,1317930,730756,2020-09-08,2025-09-07
3179,1585,Platinum,1181160,397223,2021-04-25,2026-04-24
3180,1585,Platinum,909325,610060,2018-12-18,2023-12-17
3181,1586,Gold,223747,140566,2022-02-18,2027-02-17
3182,1587,Classic,106479,56170,2023-07-18,2028-07-16
3183,1587,Classic,114393,81972,2025-09-05,2030-09-04
3184,1587,Classic,89892,34276,2024-10-04,2029-10-03
3185,1588,Classic,139517,114176,2024-02-20,2029-02-18
3186,1589,Gold,194520,153090,2021-05-16,2026-05-15
3187,1590,Classic,81228,66982,2020-03-07,2025-03-06
3188,1590,Classic,77529,61552,2025-09-21,2030-09-20
3189,1590,Classic,61433,25399,2025-11-16,2030-11-15
3190,1591,Classic,110758,110108,2019-01-22,2024-01-21
3191,1592,Classic,75287,68766,2025-06-12,2030-06-11
3192,1592,Classic,62928,23785,2025-06-20,2030-06-19
3193,1592,Classic,89515,74390,2025-10-27,2030-10-26
3194,1593,Classic,239868,112244,2026-05-06,2031-05-05
3195,1593,Classic,133510,65180,2026-07-09,2031-07-08
3196,1594,Classic,149530,118304,2026-07-03,2031-07-02
3197,1594,Classic,97973,88174,2026-06-22,2031-06-21
3198,1595,Gold,777547,690575,2023-04-14,2028-04-12
3199,1595,Gold,553137,385619,2025-05-19,2030-05-18
3200,1595,Gold,387522,259988,2021-07-03,2026-07-02
3201,1596,Classic,87965,29367,2022-12-10,2027-12-09
3202,1596,Classic,140938,67209,2025-05-21,2030-05-20
3203,1596,Classic,114884,104256,2025-07-18,2030-07-17
3204,1597,Classic,143389,100392,2025-04-23,2030-04-22
3205,1597,Gold,247455,176536,2026-06-05,2031-06-04
3206,1597,Gold,259178,148923,2023-11-25,2028-11-23
3207,1598,Classic,50471,25626,2025-03-24,2030-03-23
3208,1599,Classic,127609,39443,2025-12-10,2030-12-09
3209,1599,Classic,116036,103632,2026-07-12,2031-07-11
3210,1599,Classic,89768,82797,2026-05-11,2031-05-10
3211,1600,Platinum,671329,342177,2026-06-04,2031-06-03
3212,1601,Gold,389710,234316,2026-04-09,2031-04-08
3213,1601,Gold,579742,298816,2026-01-29,2031-01-28
3214,1601,Platinum,320494,263819,2026-03-13,2031-03-12
3215,1602,Classic,67428,37951,2026-06-20,2031-06-19
3216,1603,Gold,731704,329597,2024-08-02,2029-08-01
3217,1604,Classic,100366,75651,2026-03-25,2031-03-24
3218,1604,Gold,185081,66435,2026-04-30,2031-04-29
3219,1604,Gold,289288,121811,2021-06-20,2026-06-19
3220,1605,Classic,92550,92335,2026-07-07,2031-07-06
3221,1605,Classic,132045,40977,2026-05-03,2031-05-02
3222,1606,Classic,291490,160766,2024-05-07,2029-05-06
3223,1606,Classic,167105,52180,2026-04-22,2031-04-21
3224,1607,Classic,289425,282326,2024-11-03,2029-11-02
3225,1607,Gold,271396,148879,2024-01-01,2028-12-30
3226,1607,Classic,215916,122613,2025-06-23,2030-06-22
3227,1608,Classic,76728,61137,2024-02-29,2029-02-27
3228,1608,Classic,70400,50352,2023-12-25,2028-12-23
3229,1609,Classic,98318,48937,2026-02-17,2031-02-16
3230,1610,Classic,115006,58292,2025-09-14,2030-09-13
3231,1610,Classic,74251,33816,2024-08-27,2029-08-26
3232,1611,Gold,291228,134660,2026-07-14,2031-07-13
3233,1612,Gold,105517,72308,2025-11-26,2030-11-25
3234,1612,Classic,146591,95645,2026-01-25,2031-01-24
3235,1612,Classic,118206,54272,2023-12-14,2028-12-12
3236,1613,Classic,82145,54463,2025-05-29,2030-05-28
3237,1614,Platinum,352551,295637,2023-10-23,2028-10-21
3238,1614,Gold,681033,597757,2021-07-22,2026-07-21
3239,1614,Gold,616299,237176,2026-06-29,2031-06-28
3240,1615,Classic,52715,23025,2026-01-04,2031-01-03
3241,1615,Classic,134473,46074,2022-12-23,2027-12-22
3242,1616,Classic,60957,35828,2022-09-01,2027-08-31
3243,1617,Classic,51231,22338,2021-05-17,2026-05-16
3244,1618,Classic,142727,53954,2022-08-18,2027-08-17
3245,1618,Classic,68249,51959,2025-02-28,2030-02-27
3246,1618,Classic,71383,41558,2023-06-17,2028-06-15
3247,1619,Classic,70252,37053,2025-12-12,2030-12-11
3248,1619,Classic,121241,71428,2024-12-05,2029-12-04
3249,1620,Classic,52779,18751,2026-06-27,2031-06-26
3250,1620,Classic,121387,75310,2026-06-21,2031-06-20
3251,1620,Classic,117048,89546,2026-06-18,2031-06-17
3252,1621,Classic,79401,25392,2026-05-11,2031-05-10
3253,1622,Gold,201025,98940,2020-07-17,2025-07-16
3254,1623,Gold,159214,137471,2022-08-03,2027-08-02
3255,1623,Gold,280031,271402,2022-10-20,2027-10-19
3256,1624,Classic,72224,28884,2026-05-10,2031-05-09
3257,1625,Classic,173875,98995,2026-02-13,2031-02-12
3258,1626,Business,1048199,692463,2023-12-17,2028-12-15
3259,1627,Classic,129233,58574,2026-03-21,2031-03-20
3260,1628,Classic,119531,79747,2021-12-22,2026-12-21
3261,1629,Gold,656218,419815,2025-01-09,2030-01-08
3262,1629,Gold,768250,546687,2024-12-28,2029-12-27
3263,1629,Platinum,482654,199281,2026-04-04,2031-04-03
3264,1630,Classic,136734,89400,2026-06-22,2031-06-21
3265,1630,Classic,143232,52978,2026-02-27,2031-02-26
3266,1631,Gold,707782,556190,2020-10-06,2025-10-05
3267,1632,Classic,69369,46408,2023-08-15,2028-08-13
3268,1633,Gold,117645,50125,2022-11-19,2027-11-18
3269,1633,Gold,290502,160150,2024-09-06,2029-09-05
3270,1634,Classic,184686,72121,2019-07-06,2024-07-04
3271,1635,Gold,192434,141436,2026-03-24,2031-03-23
3272,1636,Classic,113083,88180,2023-03-21,2028-03-19
3273,1636,Classic,68116,63291,2023-05-17,2028-05-15
3274,1637,Business,1677992,1655444,2023-01-05,2028-01-04
3275,1638,Gold,239584,212439,2025-09-24,2030-09-23
3276,1638,Classic,200827,82167,2026-06-04,2031-06-03
3277,1639,Classic,119067,111463,2025-01-18,2030-01-17
3278,1639,Classic,142155,54082,2026-05-14,2031-05-13
3279,1639,Classic,97409,29597,2025-10-09,2030-10-08
3280,1640,Classic,195000,182736,2023-03-01,2028-02-28
3281,1641,Classic,57808,40236,2021-04-30,2026-04-29
3282,1642,Classic,88626,56759,2025-04-17,2030-04-16
3283,1642,Classic,122286,91876,2021-01-17,2026-01-16
3284,1643,Platinum,1270993,439876,2023-01-30,2028-01-29
3285,1644,Gold,361465,360635,2023-10-30,2028-10-28
3286,1644,Gold,497898,163182,2024-09-26,2029-09-25
3287,1644,Platinum,494869,176815,2023-07-10,2028-07-08
3288,1645,Classic,136867,117292,2025-09-07,2030-09-06
3289,1645,Classic,112498,111596,2025-03-18,2030-03-17
3290,1645,Classic,53956,25812,2026-05-18,2031-05-17
3291,1646,Classic,60353,34164,2023-08-01,2028-07-30
3292,1646,Classic,51635,42785,2021-05-10,2026-05-09
3293,1647,Classic,111573,51835,2022-07-11,2027-07-10
3294,1648,Gold,223256,174854,2024-12-05,2029-12-04
3295,1648,Gold,216385,68377,2024-04-05,2029-04-04
3296,1648,Gold,129167,59182,2025-04-08,2030-04-07
3297,1649,Classic,258380,123017,2026-03-26,2031-03-25
3298,1650,Classic,51424,41404,2026-06-22,2031-06-21
3299,1650,Classic,139116,101279,2023-07-07,2028-07-05
3300,1650,Classic,124981,103275,2026-05-06,2031-05-05
3301,1651,Classic,105531,52211,2025-03-22,2030-03-21
3302,1651,Classic,62050,52792,2023-03-15,2028-03-13
3303,1652,Gold,689616,317961,2023-03-04,2028-03-02
3304,1652,Platinum,624557,216725,2023-05-27,2028-05-25
3305,1653,Classic,74077,71112,2023-09-29,2028-09-27
3306,1654,Classic,281515,207251,2026-07-15,2031-07-14
3307,1654,Gold,182100,140180,2025-07-11,2030-07-10
3308,1654,Gold,199737,103128,2023-06-21,2028-06-19
3309,1655,Gold,269514,192061,2026-04-09,2031-04-08
3310,1656,Classic,64208,26103,2025-12-29,2030-12-28
3311,1657,Gold,258122,165377,2026-05-10,2031-05-09
3312,1658,Gold,447957,219720,2025-10-07,2030-10-06
3313,1659,Classic,117123,62911,2025-02-13,2030-02-12
3314,1659,Classic,298317,170528,2025-07-13,2030-07-12
3315,1659,Classic,244622,126267,2025-02-08,2030-02-07
3316,1660,Classic,81501,42090,2024-07-16,2029-07-15
3317,1660,Classic,124727,111447,2024-01-06,2029-01-04
3318,1660,Classic,123890,100580,2025-03-19,2030-03-18
3319,1661,Classic,182465,66956,2023-01-30,2028-01-29
3320,1662,Gold,486986,294155,2020-05-13,2025-05-12
3321,1662,Platinum,562257,270852,2021-11-28,2026-11-27
3322,1663,Classic,145117,90175,2026-01-08,2031-01-07
3323,1663,Classic,142098,131061,2022-08-31,2027-08-30
3324,1664,Classic,103383,97019,2026-03-24,2031-03-23
3325,1665,Classic,53104,40973,2025-09-16,2030-09-15
3326,1666,Classic,88026,36972,2025-02-08,2030-02-07
3327,1666,Classic,139440,102532,2022-04-23,2027-04-22
3328,1667,Classic,288340,147206,2025-09-10,2030-09-09
3329,1668,Classic,144182,64362,2026-04-02,2031-04-01
3330,1669,Classic,108652,49791,2018-09-25,2023-09-24
3331,1669,Classic,88121,50049,2024-09-07,2029-09-06
3332,1669,Classic,55244,41976,2024-09-08,2029-09-07
3333,1670,Classic,130004,118545,2026-05-20,2031-05-19
3334,1671,Classic,124304,119576,2024-09-12,2029-09-11
3335,1672,Classic,103916,49867,2025-11-26,2030-11-25
3336,1672,Gold,243428,95878,2026-02-05,2031-02-04
3337,1673,Classic,109612,74002,2024-12-17,2029-12-16
3338,1673,Classic,88745,37205,2026-06-24,2031-06-23
3339,1674,Classic,125564,85291,2026-05-25,2031-05-24
3340,1675,Classic,118647,59080,2026-03-10,2031-03-09
3341,1675,Gold,167618,112316,2026-03-03,2031-03-02
3342,1676,Platinum,640940,265916,2025-07-23,2030-07-22
3343,1676,Gold,598180,435442,2024-05-10,2029-05-09
3344,1677,Classic,87568,52545,2022-11-01,2027-10-31
3345,1678,Platinum,1724482,1286437,2022-04-19,2027-04-18
3346,1678,Business,1583670,650193,2025-06-13,2030-06-12
3347,1679,Gold,232629,187776,2023-07-12,2028-07-10
3348,1679,Gold,278927,94865,2021-10-08,2026-10-07
3349,1679,Classic,294259,152454,2022-06-09,2027-06-08
3350,1680,Classic,140517,55956,2024-10-24,2029-10-23
3351,1680,Gold,198519,101027,2024-10-12,2029-10-11
3352,1680,Gold,119130,64974,2024-01-24,2029-01-22
3353,1681,Classic,137706,53566,2021-02-13,2026-02-12
3354,1681,Classic,111063,94723,2021-02-13,2026-02-12
3355,1682,Platinum,357209,129659,2021-01-16,2026-01-15
3356,1682,Gold,683662,261903,2022-11-04,2027-11-03
3357,1682,Platinum,702766,437905,2022-11-03,2027-11-02
3358,1683,Classic,93086,32150,2021-03-03,2026-03-02
3359,1684,Classic,129215,102503,2025-04-16,2030-04-15
3360,1684,Classic,142050,139776,2026-06-10,2031-06-09
3361,1685,Classic,86487,55737,2020-07-26,2025-07-25
3362,1685,Classic,121444,56846,2022-12-13,2027-12-12
3363,1686,Classic,267828,136307,2023-02-10,2028-02-09
3364,1686,Gold,248951,82896,2026-03-20,2031-03-19
3365,1687,Classic,58178,41143,2026-05-22,2031-05-21
3366,1687,Classic,112050,61588,2026-06-13,2031-06-12
3367,1687,Classic,77720,24819,2026-05-07,2031-05-06
3368,1688,Classic,85369,42129,2023-10-26,2028-10-24
3369,1688,Classic,60956,27574,2025-06-12,2030-06-11
3370,1688,Classic,85901,52316,2023-07-12,2028-07-10
3371,1689,Business,1746698,1404229,2025-12-08,2030-12-07
3372,1690,Classic,137771,75337,2026-01-17,2031-01-16
3373,1690,Classic,57044,23171,2026-02-14,2031-02-13
3374,1690,Classic,94829,67363,2026-06-17,2031-06-16
3375,1691,Classic,95780,83666,2024-02-03,2029-02-01
3376,1692,Classic,120189,57117,2025-10-12,2030-10-11
3377,1692,Classic,96490,79952,2022-09-24,2027-09-23
3378,1693,Gold,340794,291695,2023-11-26,2028-11-24
3379,1694,Classic,92432,71249,2025-12-21,2030-12-20
3380,1694,Classic,51859,25420,2026-05-11,2031-05-10
3381,1694,Classic,69331,53530,2024-01-19,2029-01-17
3382,1695,Classic,276670,189532,2026-06-24,2031-06-23
3383,1695,Gold,236496,71911,2026-04-04,2031-04-03
3384,1696,Classic,133138,98835,2021-03-28,2026-03-27
3385,1696,Classic,54782,30761,2022-04-07,2027-04-06
3386,1697,Classic,105073,103097,2025-05-10,2030-05-09
3387,1697,Classic,128766,88116,2023-07-05,2028-07-03
3388,1697,Classic,95624,56181,2024-07-27,2029-07-26
3389,1698,Classic,197060,154484,2023-01-16,2028-01-15
3390,1699,Classic,90234,59974,2023-04-22,2028-04-20
3391,1700,Gold,270108,200569,2021-03-26,2026-03-25
3392,1701,Classic,96101,74995,2020-12-16,2025-12-15
3393,1701,Classic,118572,79588,2022-11-09,2027-11-08
3394,1702,Classic,110138,89190,2019-10-11,2024-10-09
3395,1703,Classic,122450,114708,2026-03-14,2031-03-13
3396,1703,Classic,121141,93473,2025-12-22,2030-12-21
3397,1704,Platinum,743071,568744,2025-12-05,2030-12-04
3398,1704,Platinum,632454,338239,2024-07-30,2029-07-29
3399,1705,Platinum,983752,403979,2025-09-23,2030-09-22
3400,1705,Platinum,834448,681591,2026-04-06,2031-04-05
3401,1705,Platinum,1841036,1694699,2025-07-13,2030-07-12
3402,1706,Classic,115976,110975,2026-04-18,2031-04-17
3403,1707,Gold,210268,118620,2023-09-03,2028-09-01
3404,1708,Classic,122297,86637,2023-03-29,2028-03-27
3405,1709,Classic,111548,49774,2025-04-13,2030-04-12
3406,1710,Classic,104124,83116,2024-11-21,2029-11-20
3407,1710,Classic,99105,59082,2024-03-24,2029-03-23
3408,1711,Classic,85076,83167,2026-05-31,2031-05-30
3409,1711,Classic,90291,82037,2023-01-08,2028-01-07
3410,1711,Classic,138250,73136,2023-06-14,2028-06-12
3411,1712,Gold,108565,34604,2024-07-12,2029-07-11
3412,1713,Gold,714454,410632,2021-09-22,2026-09-21
3413,1714,Classic,93920,50512,2026-02-07,2031-02-06
3414,1714,Classic,81697,60929,2026-06-01,2031-05-31
3415,1714,Classic,75252,62962,2025-06-04,2030-06-03
3416,1715,Gold,113521,109796,2022-07-11,2027-07-10
3417,1715,Gold,133782,123531,2022-08-03,2027-08-02
3418,1715,Gold,290870,132799,2021-01-23,2026-01-22
3419,1716,Gold,235601,112215,2024-11-29,2029-11-28
3420,1716,Gold,160547,61215,2025-04-10,2030-04-09
3421,1717,Classic,116093,50342,2025-06-05,2030-06-04
3422,1717,Classic,149899,127192,2024-11-10,2029-11-09
3423,1717,Classic,122470,57588,2026-03-17,2031-03-16
3424,1718,Classic,62223,24778,2026-05-29,2031-05-28
3425,1718,Classic,107333,33711,2026-06-24,2031-06-23
3426,1719,Classic,107292,103447,2026-06-18,2031-06-17
3427,1719,Classic,249892,175212,2026-06-29,2031-06-28
3428,1719,Classic,294599,280837,2026-06-25,2031-06-24
3429,1720,Classic,133160,122720,2026-01-17,2031-01-16
3430,1721,Classic,162841,134379,2026-04-03,2031-04-02
3431,1721,Classic,177836,78755,2026-03-24,2031-03-23
3432,1722,Classic,145199,93118,2025-07-21,2030-07-20
3433,1722,Classic,136410,47705,2023-05-25,2028-05-23
3434,1722,Classic,60874,27684,2022-08-16,2027-08-15
3435,1723,Gold,634698,494157,2026-07-09,2031-07-08
3436,1723,Gold,358160,227805,2025-07-06,2030-07-05
3437,1723,Gold,356139,144022,2025-08-02,2030-08-01
3438,1724,Classic,73675,28182,2025-11-15,2030-11-14
3439,1724,Classic,114781,81803,2023-10-10,2028-10-08
3440,1725,Classic,63195,51138,2026-02-15,2031-02-14
3441,1726,Gold,119287,99554,2023-10-21,2028-10-19
3442,1727,Classic,77563,68313,2024-12-01,2029-11-30
3443,1727,Classic,99185,70857,2023-01-23,2028-01-22
3444,1727,Classic,71116,33117,2023-12-05,2028-12-03
3445,1728,Gold,773766,419485,2025-05-21,2030-05-20
3446,1728,Gold,361450,198300,2025-09-14,2030-09-13
3447,1729,Classic,130478,117785,2024-09-05,2029-09-04
3448,1729,Classic,70760,55421,2025-02-17,2030-02-16
3449,1730,Classic,65937,32419,2024-03-18,2029-03-17
3450,1730,Classic,120248,39093,2023-05-21,2028-05-19
3451,1730,Classic,78351,47418,2025-11-08,2030-11-07
3452,1731,Classic,53866,37624,2025-11-24,2030-11-23
3453,1732,Gold,343748,293897,2022-11-26,2027-11-25
3454,1733,Classic,170147,86914,2025-11-30,2030-11-29
3455,1733,Gold,152228,57722,2025-05-19,2030-05-18
3456,1733,Gold,285619,230256,2023-07-17,2028-07-15
3457,1734,Classic,111216,98349,2023-03-07,2028-03-05
3458,1734,Classic,117194,87579,2025-09-17,2030-09-16
3459,1734,Classic,82780,36169,2023-03-09,2028-03-07
3460,1735,Business,1623815,702929,2025-02-26,2030-02-25
3461,1736,Classic,71712,35002,2024-07-13,2029-07-12
3462,1736,Classic,106815,90522,2026-07-10,2031-07-09
3463,1736,Classic,128162,74056,2024-06-23,2029-06-22
3464,1737,Platinum,1603305,1381325,2024-03-12,2029-03-11
3465,1737,Platinum,1989383,1336931,2022-06-10,2027-06-09
3466,1738,Classic,217808,109185,2026-05-16,2031-05-15
3467,1738,Classic,234049,136553,2025-05-23,2030-05-22
3468,1739,Classic,88466,66115,2025-10-04,2030-10-03
3469,1739,Classic,102206,34585,2026-04-13,2031-04-12
3470,1739,Classic,73580,43221,2026-04-11,2031-04-10
3471,1740,Classic,193780,122442,2026-06-20,2031-06-19
3472,1740,Classic,156409,133030,2022-10-13,2027-10-12
3473,1741,Platinum,376042,277675,2021-07-07,2026-07-06
3474,1741,Gold,305050,175031,2023-02-27,2028-02-26
3475,1742,Classic,143952,86290,2026-04-06,2031-04-05
3476,1742,Classic,110997,107678,2026-01-21,2031-01-20
3477,1742,Classic,80493,60954,2026-02-13,2031-02-12
3478,1743,Classic,87173,65590,2025-09-28,2030-09-27
3479,1744,Classic,126979,111618,2026-03-30,2031-03-29
3480,1745,Gold,600914,519105,2021-04-19,2026-04-18
3481,1745,Platinum,657633,593756,2024-02-13,2029-02-11
3482,1746,Gold,183917,81146,2025-01-28,2030-01-27
3483,1746,Classic,113018,98645,2026-06-01,2031-05-31
3484,1747,Classic,85968,53396,2024-03-07,2029-03-06
3485,1747,Classic,66265,49552,2024-06-16,2029-06-15
3486,1748,Classic,127485,88426,2025-08-30,2030-08-29
3487,1749,Gold,449441,144183,2022-06-08,2027-06-07
3488,1750,Classic,110525,70429,2025-02-07,2030-02-06
3489,1750,Classic,102797,35689,2024-07-31,2029-07-30
3490,1750,Classic,94222,30398,2022-01-29,2027-01-28
3491,1751,Classic,62467,45942,2023-05-14,2028-05-12
3492,1752,Classic,86002,46587,2022-12-14,2027-12-13
